"Review_ID","Rating","Year_Month","Reviewer_Location","Review_Text","Branch"
284459301,5,"2015-3","United States","Collectively, I have been to Disneyland about 8 times. All of those times have been spectacular and we recently went on St. Patrick's Day (which was adorable). I am 14 and i have gone on every single ride on the park, not including the attractions at Disney's California Adventure. I would highly recommend the Happiest Place on Earth to anyone with children aged 4 and up. Strictly because stroller parking is a pain, and I guarantee that no one wants to hear a screaming child while in Its A Small World. Plus I would say that every single cast member is hard working and diligent. We have never had too much mouth from a cast member and i am glad to say that. I am getting an annual pass in September. All of the face characters (Princesses, Princes, Mary Poppins, fur, etc.) are so extremely nice and talented actors and actresses. Some of the prince's I would say are the sitting image of the real deal. But they are always so kind and generous and love to take pictures.","Disneyland_California"
561624419,5,"2018-1","Malaysia","Location1 hour 30 minute drive from our apartments, outskirt location and it was 10 min drive from the park to LaValle Village , basically you can have fun while shopping!!!Experience Purchase the 2 parks ticket as its really worth it! Make sure you are ready to spend your whole day at the parks as there are many rides for both park that you have to experience which is different from others Disneyland. To avoid disappointment, make sure to check the weather forecast before planning to visit the park as we were caught with heavy rain all of the sudden while playing indoor rides, this cause the management outdoor rides thrills temporarily and everyone have to pack into the cover area while waiting for the rain to stop. I find that visiting the park in January is much more relax as there are not many people as well as the waiting time is between 15   25min max ,what surprise me the most is no Chinese Tourist during our visit there! ","Disneyland_Paris"
167498837,5,"2013-7","United Kingdom","We have been to Orlando so felt a little like we were comparing them all the time but it is smaller than the magic kingdom there but still a great park.The downsides are that food and souvenirs are shockingly expensive but most people are aware of this before they go. Rolls for   10 each and   5 for drinks... wow.We got our tickets as part of the deal for staying in a Disney property and we also got our parking paid. A good deal due to   15 for parking per day and   139 per 2 day ticket.Queues were huge 60 to 90 minutes were common on all the rides so we needed the 5 day tickets we got with the accomodation. Everything was good and the rides were great. Watch what you buy for the prices and remember that queuing for most European countries is a strange idea. They just barge you out the road and take offence when you try to tell them about queues. This may really annoy you after a while, it did with me.","Disneyland_Paris"
333569525,5,"2015-12","Canada","I was very surprised during the first week of December at how busy the park was. The Season of the Force & Disneylands 60th Anniversary were definite draws for me to come to Disneyland, but I had expected the crowds to be much smaller.Disneyland is definitely a great experience, as long as you are prepared for what  moderate  and  low  crowds really mean.Pick your favorites, have a bit of a plan as to what you really want to see, but leave some time for just experiencing the magic that Disney creates.","Disneyland_California"
359956618,5,"2016-3","South Africa","excellent. we had a one day ticket but next time i will do two days. from the time u get on the disney land train till u leave after the fireworks display this place is magical. parade starts at 7.30 and is so fun and then fireworks display. everything is so clean and so much attention to detail. i felt like a kid. ","Disneyland_HongKong"
485298868,5,"2017-4","Qatar","I loved this Disneyland. After being to Paris and Disney World, this was a breath of fresh air (sometimes a little bit hot air) This park is set in the most beautiful back drop. It is like they have taken a chuck of a mountain out and placed a Beautiful Disney park. The castle from a distance with the green Valleys in the back ground and it not being the busiest of parks is is picture perfect. It Has a very cool chilled vibe to this park, never a rush to get everywhere just a nice little walk through green plants, trees and water mist spots.My two girls (6 &4 Years old) were able to get most of the rides apart from two but while my 6year old and her dad went on the Grizzle bear , me and the youngest played next to the blowholes that got you wet (good way to cool down if it's hot) the food in the park was delicious I don't think we had a bad meal. I didn't feel that it was so expensive for the food or the merchandise. We didn't get to meet the princesses due to the face we kept missing them but we get get a little wave from Tinkerbell, which made the girls happy. The shows are wonderful and a must.. the best rides for us was the Grizzle bear mine train and the Mystic manor. ","Disneyland_HongKong"
454407767,5,"2017-1","Australia","Bring my two boys go to Disneyland for very first time, so do my wife and me. Be honest, my boys not really into Disney characters before we came here, they rather go to Legoland instead of Disneyland. However, there is much much more you can see and talk and learn in Disneyland. The boys can't wait to go again. We probably try the big one in Florida next time, further travel for us, fingers crossed they will be ok, 15 hours from Australia to LA is already challenging for them. ","Disneyland_California"
553577042,3,"2018-1","United Kingdom","Went only because we needed to go somewhere to kill tin till our flight that night. Neither of us even like rides. We didn't get there till after 1700. There was hardly any queuing. We decided to try out the rollercoaster. Didn't realise it went backwards. Whilst everyone else were hands in the air me and the Mr were screaming our heads of. Was fun but never again.Also did some sort of boat ride. Never saw any characters maybe once it got dark they don't come out.Personally I don't think it's worth the hefty price even if you go on all the rides. Thought the Disney train was quite cool though","Disneyland_HongKong"
426524271,4,"2016-10","United States","We've gone to Disneyland 23 times this year and each time we had to play it by ear, especially with 2 toddlers. Amazingly there are TONS of rides and things to do for toddlers. Here are some things we found valuable after our experiences this year with a 1 year old and a 3 year old....1) For starters it is most manageable if you have 3 adults for every 2 toddlers while at DL. You will need an extra set of hands especially if you have one that is potty trained and the other one in diapers. It is very difficult to manage DL with 2 toddlers and only 2 adults. A 3rd adult can help wait in line for you, watch 1 of the kids while you need to go buy food or use the restroom, or just need a break. There is so much activity going on at DL, toddlers are curious   so it is VERY easy to lose them if someone is not watching them all the time. A 3rd adult can help when you're trying to take pictures. 2) If you are flying to California and don't want to lug a heavy stroller   rent one from City Strollers. We rent a double stroller from them every time we go   the plus side is they deliver to your hotel!3) Stay at a hotel within walking distance of the park. We stay at the Marriott Courtyard or Marriott Fairfield Inn on Harbor Blvd. It's only a 10 min walk to the park and it is well worth coming back to the hotel for mid day naps for parents AND Toddlers. Use the blackout curtains and everyone will be sound asleep in no time!4) GET UP early and get to the park at least 15 minutes before it opens. It takes a while to get through Disney security, especially if they are at 100% inspections. The gates open before the park opens because there is usually  Magic Morning  hours for people staying at one of the resort hotels. 5) Eat breakfast BEFORE you get to the park so you're not wasting time when the lines are the SHORTEST in the morning. I like to pack oatmeal, yogurt and fruit for the kids in the morning   easy to make before you leave the hotel.6) Go to FANTASYLAND first.... no matter how fast you run... Peter Pan will be the longest wait of all the rides in Fantasyland.. .and it usually stays that way ALL DAY... if it is a  Magic Morning  for resort guests   by the time you get there the line will already be 60 min long. Leave someone in line for you while you take the kids on King Arthur's Merry Go Round.. .because Toddlers don't do well standing in long lines. There is rarely ever a line for Snow White or Pinocchio since small kids are afraid of them. If you  talk  your kids though the entire rides, it makes it bearable for them.7) After a few rides, stop to rest for SNACK TIME. Pack some snacks for your kids in a cooler. DL lets you bring in your own food. Find a space where your tots can roam walk. In the mornings, we like to sit in the table area just below Casey Jr. Train.8) Storybook land Canal boats are also a must. If you're lucky you can ask to have your tots sit on the front of the boat (adults need to sit next to them)9)Take advantage of the Companion or Family restrooms   we've used the ones in Tomorrowland by Autopia, Below the Hungry Bear Restaurant and near the Fairy Tale Theater near Its a Small World.10)Download the Disneyland App to quickly see wait times and show times. You can also link your photo pass to the app. Whenever a Disneyland Photographer takes your family photos, pull up the app and let the photographer scan your QR code in the app to instantly download the pictures to your phone. You can preview them and decide if you want to purchase.11) Ride the monorail and ask if you can ride in the very front. It is a max of 4 people in the front cabin but if there isn't a line for it, it's a great experience.We've done this 23 times this year and it is tiring... there are some days we find that we need to relax a bit so we strongly recommend a glass of wine at Club 33 if you know someone or have membership yourself. If not, the Carthay Circle Lounge in CA Adventure has superior service, excellent food and a full bar for a nice glass of red wine.","Disneyland_California"
339520236,3,"2016-1","Montenegro","Maybe because it was raining day and most space of the park is not covered, so we had a bad experiance, but anyway the prices are realy very high. For price ticket of 75 eur per adult just for 1 day , and 1 park without studio , and few euros less for kid we realy expected much more. I assumed that maybe prices are cheaper if you bookbin advance on internet, but in that moment we couldnt do that. On all atractions most of the time you actualy spend waiting for your turn, the que is evrywhere long. The park as it self is nice and attractive , lots of money invested, but nevertheles it is open all over the year , always full. .so if you compare that entrance ticket for Louvre Museum is 15 eur per adult and this 75 eur , and not to mention food prices...even in some spots inside you can not go if you dont buy food first...I can not say that we didnt have fun..but if i would chose again, i would spent money on some other atractions in Paris and i wouldnt chose again this one.Botom line, you pay for the brend.","Disneyland_Paris"
213391295,5,"2014-6","Indonesia","a nice amusement park with so much fun, but you'll need a lot of money to come here coz the the expensive fee and also food and drink much more expensive too. To visit this place you just need hat or umbrella since a lot of outdoor activities and much walking so be prepared with comfy shoes.","Disneyland_HongKong"
293139085,5,"2015-7","New Zealand","Just spent 3 days here with our 4 year old daughter, had a fantastic time.. Our daughter loved the characters and getting photos be prepared to wait I. Line for everything you do! Even going to the bathroom people everywhere! For most rides our daughter had to be 42 inches.. So there was a few she couldn't go on.. But loved the buzz light year ride, it's a small world etc.. Overall it is a very magical place and would love to go back again one day! ","Disneyland_California"
5773182,4,"missing","Switzerland","Well, just don't... while they are honestly trying, they are still who they are, e.g. if something goes wrong, it is never their fault. the park is good fun, the food overpriced and most restaurants grimy. but the kids love going there, and as guilt ridden caregivers, we oblige. we are even going back!","Disneyland_Paris"
391533116,5,"2016-7","Australia","This particular Disneyland is a smaller version of the Anaheim California   There were however long lines of people waiting for all of the rides. The heat at this time of the year is unbearable. Two to maximum three hours is all that is bearable","Disneyland_HongKong"
516679026,4,"2017-8","United States","It was worth my visit with my 20 year old daughter. We had a good time but the fireworks was a big disappointment. Florida's fireworks show is 100 times better. I waited 2 1 2 hours to see it and it rained and then to see the show lacked excitement was disappointing. The parks need to train the employees to be better at crowd control and also procedural methods. Florida is way ahead.","Disneyland_Paris"
231849762,5,"2014-2","United States","Plan on at least three full days. A week if you want a bit slower pace. The Park Hopper ticket is the best value with the most flexibility. Get in line early for a fast pass to cars land because these go fast. The option is to go solo rider. ","Disneyland_California"
462131022,3,"2017-2","United States","Do not go when it's raining, even a light sprinkle causes everything good to get shut down. All the staff we met were great except for the entering security and parking lot attendants. The park is very expensive. I would recommend bringing closed water bottles and snacks for the kids. We bought 3 hot dogs and it was 40$. If you only have a day to do the park California Adventureland is way better to spend he day at. ","Disneyland_California"
350533490,5,"2015-9","Philippines","We have fun and enjoy this tour!!! Its so nice to visit the happiest place on earth for the very first time! :) i wish to be back here!! I love ALL the rides!!","Disneyland_HongKong"
284094650,5,"2015-5","Australia","Omg, I cannot wait to go back....happiest place on earth....soooo much to do and see and taste and smell....planning my next trip already....what can I say, Disneyland is definitely a bucket list thing.....I'm 48 and felt like 18..... We were there for the 60th anniversary so was a bit crazy, always long lines but hey, it's worth it.....","Disneyland_California"
123631525,1,"2011-12","South Africa","many people save for a lifetime to go to disneyland. dont waste time going to hongkong.in december 2011 there was no waterworld.absolutely boring. nothing much for teens to do or see.waste of my time and money. full of retail stores selling souvenirs of characters.yes sell souvenirs but is that the only attraction. the kids were bored..........11 years 9 years and 16 years old.","Disneyland_HongKong"
90683692,5,"missing","United States","It was my second time in Disneyland. First time I was celebrating my engagement and now that my parents came we went again.This time it was raining a lot but it did not prevent us from having loads of fun. Actually, the rain made it different and somewhat memorable.Plus, park wasn't too crowded which made easy to go to the busy attractions quite easy in fact. My mum, who is on her 50's, even cried after the ride in the old replica cars from the main street to the castle. My dad, late 50's, laughed as I can't remember in long time. My brother (26) loved it. We had only 2 days, one for each park and it was enough to see everything we wanted and even repeat some. The money should not be, at all, a concern. After your visit, you will definitely say it was a well spent money. That's because they keep the parks perfect. Landscape and details. A to Z, all is very well done and if we, adults, loved it, I can only wonder how a children will feel like. Extremely recommended!","Disneyland_California"
173458770,1,"2013-8","United Kingdom","We share the views of many people writing here. Disneyland Paris was an absolute shambles when we visited on 20th August. Rides continuously closed. We had five rides close while we were in the queue and with too excited young children it was very upsetting. Two of them (pirates of the caribbean and thunder mountain) we had already waited for over an hour. We were at the park for over 12 hours and went on a total of 5 rides having spent the whole day in lines. The only time we were not in a queue for a ride, we were in a queue for (overpriced, poor quality) food. Disney dreams shattered for all...","Disneyland_Paris"
595227719,5,"2018-7","United Kingdom","You can   t help but have an incredible time at Disney and get caught up in the magic it brings. We went first 2 weeks of July as the Scottish schools are on holiday but the English schools are still in term, this makes a big difference for wait time with rides and general busyness of the park. Kids and adults of all ages will love going to Disney. I think the longest line we waited in was 45 mins but it never feels that long with all that   s going on around you. ","Disneyland_Paris"
233544484,5,"2014-9","United States","I have been to Disney World twice and this was my first time to Disneyland parks. After visiting both, I would rather visit the Disneyland parks for a couple reasons:1. Disneyland parks take the best rides from Disney World and put them into two parks.2. The parks are smaller so we were able to ride a few rides twice.3. All hotels are within walking distance to the park.4. California weather.. need I say more!? You never have to worry about it raining like in Florida so you can visit any day, all year long.We spent one day at Disney and one day at California Adventure. My husband and I are both in our mid 20s and we absolutely loved both but I think California Adventure was our favorite.","Disneyland_California"
216510525,4,"2014-7","United States","We got in right as the park opened and we were able to get on rides with no wait times until around 11 a.m. then it was madness. The crowds were very heavy. Enjoyed breakfast at Carnation Cafe, lunch at Blue Bayou and a quick dinner the Plaza Inn. We were very impressed with the service at Blue Bayou, I ordered the flat iron steak but the kitchen sent out the wrong dish, the server quickly fixed the issue and even let me keep the wrong dish at no charge so we enjoyed the best of two dishes!","Disneyland_California"
307549824,5,"2015-3","United States","Of course its a 5 star review. Its Disneyland. Everyone knows its expensive, and that there are lines for rides, but thats looking at the negative. My whole family has a wonderful time every time we go. We love the rides, the kids love the characters , my wife loves the shopping. Literally something for everyone in my family to love. Gotta have a churro in the evening! ","Disneyland_California"
398643226,5,"2016-7","United Kingdom","Don't believe anyone who says that Hong Kong Disneyland is too small boring. Having visited both Disney World and Disneyland Paris on multiple occasions, I can safely say that this was the best experience I've ever had at a Disney park. For July, the crowds were surprisingly small. We never had to wait more than 30 minutes to ride anything (even for Space Mountain & Grizzly Gulch Mine Cars!) We are used to peering over heads to watch the parades due to crowds, but we arrived at the parade route 5 minutes before and had an unobstructed view!! We were there from opening (10am) to closing (9pm) and still didn't manage to ride everything, despite the small queues! The only negative to the day was the heat, however queueing areas all had fans and were mainly undercover. With the opening of Shanghai Disneyland I can see why someone might think Hong Kong Disneyland is rather smaller in comparison, but I would still encourage you to visit. Some of the rides are identical to other Disney Parks (Toy Story Playland), some are similar but have some major differences (Space Mountain has a Star Wars theme) and some are completely original (Mystic Manor is one of my favourite rides and can't be found anywhere else!)All in all, we had a spectacular time at Hong Kong Disneyland. I'll definitely be visiting again!","Disneyland_HongKong"
129716352,3,"missing","Australia","I'm a 8 year old boy who loves stitch. I stayed up for the parade but there was no stitch. Please help me!!","Disneyland_Paris"
593404316,4,"2018-6","Australia","Unfortunately the day we went it rained so hard that all outside rides & activities were cancelled, however they did not offer any compensation for this!  It was still fun as we have never been to a Disneyland before so enjoyed walking in the rain...More","Disneyland_HongKong"
179940288,5,"2013-7","United Kingdom","Veeeerrrryyy long queues but good you can get some fast track tickets, make sure to get them first when you get in there. Disney Studios next door which is included was brilliant too, really good theme throughout and fun rides. Tower of Terror by far the best ride. The biggest let down by far was food, very limited choice and costs alot. Nothing for Vegetarians at all and long queues for food. Water fountains very few and far between. We stayed in our campervan in their car park overnight with loads of other vans, toilets open all night but a bit of a walk, cost 30 Euros to park overnight but cheaper than surrounding campsites though its just a car park.","Disneyland_Paris"
426128344,5,"2016-5","United States","As American as it gets. A thrill for young and old alike. Most people keep going back again and again as adults, with children, with grandchildren. Usually extremely crowded with long lines, but always enjoyable. Getting more expensive.","Disneyland_California"
381291564,5,"2016-4","United States","I love all the Disney and the rides l, Park layout l, shows are.the same in all off them. I would expect to see more chsraxveters walking around though. Only thing that let's down this Disney is the food. It's really expensive    30 for two fast food burger meals and not very nice a macdonals or burger king would be better. As out of season not many food and.drink huts where open just the main restaurant. We.found ourselves getting dehydrated with no where to buy a drink x ","Disneyland_Paris"
127736626,2,"2012-4","Canada","Way too busy!  This park needs to improve on crowd control.  The lines were way too long.","Disneyland_California"
668730191,2,"2019-4","United Kingdom","My partner and I paid $149 each for tickets to this park as my partner wanted to see the original Disney castle.When paying for the tickets nothing was mentioned about a couple of issues we had.Firstly we walked through and tried to take a photo using a selfie stick to be told we either have to throw it away or take it back to the car or hotel as they are banned. So we had to leave and come back again.Then once we finally got back in we saw countless people with cameras on selfie sticks which was very annoying, but not as annoying as them not pre telling us before paying that the castle isn   t even visible as they are working on it or something. It was just wooden panels with a castle painted on it so we paid full price for partial access and activities to be available to us.We should have been told as we   d have left the park for another LA holiday and not wasted $300.Disney this is unacceptable and a true disappointment The only good thing was out breakfast in the Carnation Cafe where the staff were superb and the Apple cinnamon pancakes to die for.All in all a very expensive disappointing day thanks to Disney not pre advising people at the gate as to what works were or are being carried out.","Disneyland_California"
291513014,5,"2015-7","United States","We were there for the 60th anniversary.  It was a bit crowded but lots of fun!  We spent 3 days in the parks. On July 17 they gave out free buttons and cupcakes. A nice treat for everyone!","Disneyland_California"
635623115,5,"2018-11","United States","Not much needed to say here. Nobody does it like Disney! My family loves Disneyland. Of course there us the down sides like crowds, long lines, and expensive food and tickets... but hey... this is Disneyland and it sells itself!","Disneyland_California"
296534614,2,"2015-8","United States","1st of all good luck to find the depose minute or drop off place which is badly indicated since they really want you to park and pay 30 Euros:::: if you finally find it close to the RER station it will take you 35 MINUTES to get close to it since there is only one road with one traffic light allowing 5 cars at the time:::In August Disney Paris is runing a special for 47 EUROS for the 2 parks ;;; why ? may be because a lot of attraction were closed !INSIDE EACH PARK THERE ARE 5 ATTRACTION WITH 5 OTHER ATTRACTION  GAMES WITHIN 3 OUT 5 WERE CLOSED! lines were 1 HR LONG, smelly armpits as usual in this part of Europe free of charge! GO SEE MICKEY IN FLORIDA OFF SEASON OR visit parc ASTERIX for true French flavor eheheh","Disneyland_Paris"
332174940,5,"2015-11","Singapore","Went there last month for my Son's 5th year birthday.. He was Super excited. We bought a one day ticket and reached Disneyland around 10am.. He was given a pin for his shirt for his birthday and the rest of us got a pin too for celebrating it.. Very nice of the ticketing lady. There were lots of people at the park and wiring took some time for some of the rides, we had some food at the fast food place and the burgers were ok, there are snack kiosks selling churros, drinks, ice cream all over the place. Prices are not that cheap though. The Matterhorn ride was great, queue was fast, the parade was great, the fireworks at night was very nice and lasted for over 15minutes. We queued for the Indiana Jones ride for over an hour, lots of walking and waiting to reach the ride but it was over in a few mins. A bit disappointed but Overall we had a great time and everything went on smoothly. ","Disneyland_California"
157182081,5,"2012-5","United States","I love DL much better than DW! It is so much easier to get around and the lines aren't as long to get on rides as in DW. And I am a fan of all the  old rides  and wish they would keep them. I took my 3 year old grandson for his first time by myself and we had the best time!!","Disneyland_California"
499972521,3,"2017-6","India","Visited with family not value for money queue for all rides in day one can have 4 5 rides heavy rush on Monday even , only parade in main was good , not value for money .","Disneyland_Paris"
559505090,4,"2018-1","New Zealand","We have been lucky enough to visit Disney California before here. It's almost a replica and is a wonderful day out with the family. Star wars ride is awesome fun and the jungle river cruise is great too. Take loads of photos.","Disneyland_HongKong"
233317619,5,"2014-9","United States","its similar to disneyworld in some ways but a smaller versin tower of terror is different and some stores are different","Disneyland_California"
320510767,3,"2015-9","United States","Having been to the original Disneyland not long ago we certainly compared it to that. It was similar just smaller and not as big and as many things to see. What was there was well done however the ques were an hour long for most rides which really detracts from your day. Another annoying thing was more than several of the 'big' rides were closed down for the day. Having been I wouldn't bother doing it again, but glad we did do it just to see it.","Disneyland_Paris"
132628231,5,"2012-6","United States","What can I say...I'm 55 and have been visiting since 1960. I love it and there is definitely an energy of happiness and joy there. One thing I noticed, their photpass system was a mess. They lost several pictures even though we had our pass, and when they found them, they couldn't print any because the system was down. I wish they'd do something with the old   America Sings  building...it's a cavernous hulk that should be either torn down or put to use!","Disneyland_California"
416454825,4,"2015-12","Singapore","There are two restaurants which offer Halal cuisine in Hongkong Disneyland. Overall the themepark itself is small but clean. Great for families with small children.","Disneyland_HongKong"
